Chemical,logFC,AveExpr,t,P.Value,adj.P.Val,B
Chloramphenicol.3.acetate,0.166721393,-0.802728232,0.486385663,0.633048533,0.955096448,-4.634564123
C37.H67.N17.O...11.511362,-0.174501643,-0.269784027,-0.484106152,0.634631317,0.955096448,-4.63467601
PE.19.0.17.0....19.03794,-0.201074536,-1.034632016,-0.484047706,0.634671923,0.955096448,-4.634678872
C49.H91.Cl.O2.S3,-0.172674107,-0.824766198,-0.483861585,0.634801241,0.955096448,-4.634687985
DG.22.6.4Z.7Z.10Z.13Z.16Z.19Z..24.0.0.0....12.1325,0.155171221,0.20314538,0.483711688,0.634905399,0.955096448,-4.634695322
PE.17.0.23.0..U.,0.1407979,0.116980891,0.483505985,0.635048349,0.955096448,-4.634705386
X147.9732.18.455164,-0.1750233,0.562099414,-0.483305222,0.635187878,0.955096448,-4.634715205
X820.6037.20.356354,-0.155282221,-0.519863113,-0.482977207,0.63541588,0.955096448,-4.634731239
DG.14.1.9Z..18.0.0.0....7.9050007,-0.141629864,-0.523539416,-0.480885865,0.636870443,0.955096448,-4.634833226
C28.H58.O3.S...18.861418,0.183763829,-0.487092798,0.480864991,0.636884969,0.955096448,-4.634834242
X.R..Mevalonic.acid...2.0191538,-0.161813,-0.181977057,-0.479689855,0.637702977,0.955096448,-4.634891363
C14.H16.N4,-0.131520636,0.682224498,-0.478406005,0.63859721,0.955096448,-4.634953617
PS.18.1.9Z..22.2.13Z.16Z..,-0.177255884,-2.119366092,-0.477385858,0.639308178,0.955096448,-4.635002971
PE.O.20.0.16.0....13.789883,-0.126815779,-0.411795545,-0.476339634,0.640037696,0.955096448,-4.635053482
X846.6251.21.308712,-0.160731743,-0.796179538,-0.475788046,0.640422465,0.955096448,-4.635080071
PS.22.4.7Z.10Z.13Z.16Z..21.0....21.223434,0.149757836,0.341887546,0.473422937,0.642073477,0.955096448,-4.635193745
X307.1863.13.987401,-0.130138129,-1.085660298,-0.47063572,0.644021632,0.955096448,-4.635327017
C22.H25.N13.O8.S5,-0.15809845,-0.303876771,-0.46977536,0.644623532,0.955096448,-4.635368005
Glucoconringiin,0.172453221,-1.013856323,0.469342549,0.644926418,0.955096448,-4.635388597
Lactosylceramide..d18.1.18.0....6.422667,0.121316171,-1.203477675,0.468341442,0.645627251,0.955096448,-4.635436158
PE.20.1.11Z..18.2.9Z.12Z.....22.064402,-0.195942264,-1.194354066,-0.464740223,0.648151156,0.955096448,-4.635606449
PS.20.2.11Z.14Z..18.0....12.081309,-0.157258164,-0.643319491,-0.464734357,0.64815527,0.955096448,-4.635606726
N..2.hydroxyethyl.hexacosanamide...18.6804,-0.166192579,-1.044982027,-0.464223714,0.648513513,0.955096448,-4.635630771
PS.17.0.21.0....19.888605,0.125218757,-0.486311357,0.464198353,0.648531307,0.955096448,-4.635631964
C53.H84.O6.S,-0.174827657,-0.879844261,-0.464095671,0.648603356,0.955096448,-4.635636796
N.docosahexaenoyl.histidine,0.122885071,1.097627709,0.463978469,0.648685597,0.955096448,-4.63564231
C18.H38.Cl.N3.O,-0.171914371,-1.286828439,-0.463664186,0.648906153,0.955096448,-4.635657089
C4.H2.Cl2.O2.S2...1.6162,-0.157519593,-1.047335875,-0.46319612,0.649234693,0.955096448,-4.635679082
C5.H6.Cl.N.S4,0.13882135,0.424433207,0.463097568,0.649303877,0.955096448,-4.63568371
C44.H74.N10.O5,-0.196487193,-1.166103513,-0.462768648,0.649534804,0.955096448,-4.63569915
Chloramphenicol.3.acetate...1.0207188,0.133710029,-1.337871354,0.462427733,0.649774192,0.955096448,-4.635715141
X846.6818.18.13865,0.145983243,-0.329343057,0.462352878,0.64982676,0.955096448,-4.635718651
X872.6971.17.258549,-0.193862979,-1.365051775,-0.460187094,0.651348534,0.955096448,-4.635819963
X2.3.Diketo.L.gulonate,0.145191479,-0.576499614,0.458524277,0.652517979,0.955096448,-4.63589744
PE.20.2.11Z.14Z..24.1.15Z.....19.505882,-0.17210595,-0.897438955,-0.458374155,0.652623605,0.955096448,-4.635904422
Phe.Lys.Ser,0.19442195,-0.634922638,0.458193347,0.652750831,0.955096448,-4.635912827
N.arachidonoyl.histidine...14.05709,-0.131951071,0.380327018,-0.457701197,0.65309719,0.955096448,-4.635935692
N..2.hydroxyethyl.hexacosanamide...14.074365,0.168699857,-1.183127918,0.457089259,0.653527967,0.955096448,-4.635964088
TG.17.0.17.1.9Z..18.3.9Z.12Z.15Z...iso6....17.16279,-0.152043964,-0.635505134,-0.456799903,0.653731703,0.955096448,-4.635977503
GW.7647,-0.126850071,0.528109486,-0.456352822,0.654046551,0.955096448,-4.635998214
X142.0245.0.73673683,-0.16478715,-0.956383582,-0.455931434,0.654343367,0.955096448,-4.636017717
X820.6042.20.277735,0.149040929,-0.367022468,0.455839289,0.654408279,0.955096448,-4.63602198
DG.22.3.10Z.13Z.16Z..22.3.10Z.13Z.16Z..0.0.,0.154530048,-0.900161676,0.455760827,0.654463556,0.955096448,-4.636025609
C47.H94.Cl2.O9,0.116047893,-1.628184929,0.455525748,0.654629179,0.955096448,-4.636036478
X282.5601.7.156,0.161840786,2.041461929,0.455522736,0.654631301,0.955096448,-4.636036617
PS.P.20.0.17.2.9Z.12Z.....19.154198,0.146348893,-0.274002296,0.455476999,0.654663527,0.955096448,-4.636038731
PE.16.1.9Z..20.3.8Z.11Z.14Z.....15.719667,-0.1395355,-0.205027645,-0.454256968,0.65552341,0.955096448,-4.636095047
DG.24.0.22.5.4Z.7Z.10Z.13Z.16Z..0.0....15.748298,-0.200408151,-2.011313128,-0.45420669,0.655558857,0.955096448,-4.636097365
PS.20.1.11Z..22.1.11Z.....16.679161,-0.1977569,-0.459806193,-0.453087381,0.656348209,0.955096448,-4.6361489
X3.demethylubiquinone.9...11.878669,-0.131125219,-1.204901388,-0.45015198,0.658420283,0.955096448,-4.636283476
C19.H41.N17.O3,-0.160324393,-2.24355447,-0.449906136,0.658593953,0.955096448,-4.636294709
X764.6043.12.453522,-0.159696464,-1.272714388,-0.449585971,0.658820154,0.955096448,-4.636309329
X872.6986.17.881931,-0.1506202,-0.719204861,-0.449378016,0.658967096,0.955096448,-4.63631882
PS.18.1.9Z..22.1.11Z.....15.872483,-0.166793386,-0.397382395,-0.449184871,0.659103586,0.955096448,-4.636327631
PS.P.20.0.17.2.9Z.12Z.....20.090767,0.163602686,-0.02776183,0.449075319,0.659181009,0.955096448,-4.636332627
PS.22.6.4Z.7Z.10Z.13Z.16Z.19Z..21.0....13.802721,-0.140576136,-0.772861945,-0.448731821,0.659423792,0.955096448,-4.636348284
X1..25.dihydroxy.24.oxo.23.azavitamin.D2...1..25.dihydroxy.24.oxo.23.azaergocalciferol,0.119769607,-0.398875834,0.44855263,0.659550459,0.955096448,-4.636356448
C22.H52.N8.O3,-0.157487736,-1.067285107,-0.448466362,0.659611444,0.955096448,-4.636360377
PI.20.2.11Z.14Z..18.2.9Z.12Z.....15.676,-0.143911671,0.234784264,-0.446512785,0.660993142,0.955096448,-4.636449158
C10.H3.Cl.N2.O3...1.5518966,-0.1512622,-0.628235748,-0.445672849,0.661587589,0.955096448,-4.636487216
PI.O.18.0.16.0....14.133778,0.140091764,-0.02196588,0.445015845,0.662052731,0.955096448,-4.636516937
MGDG.18.2.9Z.12Z..18.2.9Z.12Z.....15.020665,-0.172323607,-0.604036298,-0.444702188,0.662274843,0.955096448,-4.636531111
C11.H6.N2.O8.S2,0.143769807,-1.264212413,0.444670784,0.662297083,0.955096448,-4.63653253
C28.H62.Cl.N7...10.608429,0.142812043,0.463216668,0.444564668,0.662372236,0.955096448,-4.636537323
PS.19.1.9Z..20.0....17.506104,-0.143167193,0.02742198,-0.444387611,0.662497639,0.955096448,-4.636545317
X846.6238.21.6442,-0.141685179,-0.902809882,-0.444361374,0.662516223,0.955096448,-4.636546502
PS.20.1.11Z..22.1.11Z..,0.152472457,0.850977718,0.443631345,0.66303339,0.955096448,-4.636579431
X128.0063.0.55230767,0.163442614,-0.087599484,0.442216254,0.664036369,0.955096448,-4.636643114
C4.H2.Cl2.O2.S2...1.4526999,-0.148375564,-0.915768739,-0.441608291,0.664467479,0.955096448,-4.636670414
X271.8067.0.52758825,-0.171125414,-0.409396891,-0.441489516,0.664551717,0.955096448,-4.636675743
C32.H39.N3.O,-0.141005936,-0.189692013,-0.440983787,0.664910445,0.955096448,-4.636698419
DG.22.3.10Z.13Z.16Z..22.2.13Z.16Z..0.0..iso2....11.860083,0.133401793,-0.916283373,0.440893765,0.664974309,0.955096448,-4.636702453
C44.H84.Cl2.N8.O.S,-0.172769143,-0.076538062,-0.439948424,0.665645118,0.955096448,-4.636744766
PS.22.2.13Z.16Z..20.1.11Z.....20.189001,0.161970164,-0.108265691,0.439921796,0.665664018,0.955096448,-4.636745957
C51.H92.N4.O7,-0.142589793,-0.904109082,-0.439181258,0.66618971,0.955096448,-4.63677904
PS.20.3.8Z.11Z.14Z..22.2.13Z.16Z.....13.161765,-0.137895921,-1.19082533,-0.437855573,0.667131235,0.955096448,-4.636838132
PI.20.2.11Z.14Z..18.2.9Z.12Z.....14.085312,-0.182245771,0.665837711,-0.437829033,0.66715009,0.955096448,-4.636839313
C3.H.Cl2.N3.O4.S...1.8595331,0.145855571,-0.67844115,0.437806467,0.667166122,0.955096448,-4.636840317
PI.20.0.16.0....12.913555,-0.159916921,-0.539880073,-0.437707599,0.667236364,0.955096448,-4.636844717
PS.18.0.22.0....13.645413,-0.1864123,-0.929620386,-0.437452882,0.667417346,0.955096448,-4.636856048
Trimethylenetetraurea,-0.175131007,-0.292872857,-0.437431091,0.66743283,0.955096448,-4.636857017
C13.H14.Cl2.N4.O2.S3,0.160669286,-0.712824893,0.436933903,0.667786158,0.955096448,-4.636879114
C39.H81.Cl.N10.O6...20.568714,0.1613621,-0.297074921,0.436657654,0.66798251,0.955096448,-4.636891382
N.arachidonoyl.histidine...8.876333,-0.116738607,-1.17977943,-0.4364334,0.668141923,0.955096448,-4.636901335
PG.P.20.0.19.1.9Z..,-0.185956686,-0.941065761,-0.436377476,0.66818168,0.955096448,-4.636903816
PS.P.20.0.17.2.9Z.12Z.....19.821001,-0.146624229,0.075640689,-0.435085583,0.669100377,0.955096448,-4.636961051
C4.H2.Cl2.O2.S2...3.4099996,0.136722843,-0.327062684,0.434798134,0.669304862,0.955096448,-4.636973764
C3.H6.O3,-0.18988011,-0.951491139,-0.434708114,0.669368907,0.955096448,-4.636977744
C25.H17.Cl.O4.S4,0.141700807,-0.633552171,0.434373719,0.669606832,0.955096448,-4.63699252
PE.16.1.9Z..20.3.8Z.11Z.14Z..,-0.141342464,-0.535993354,-0.432541964,0.670910788,0.955096448,-4.637073268
PS.P.18.0.22.0....21.215641,-0.189384857,-0.492931979,-0.432420773,0.670997098,0.955096448,-4.637078598
PS.P.20.0.17.2.9Z.12Z..,-0.136661814,-0.50619805,-0.429605989,0.673003054,0.955096448,-4.63720201
C14.H7.Cl.N4.O5,0.127839357,-1.346394573,0.429389976,0.673157101,0.955096448,-4.637211449
C24.H38.N16.O2,-0.181388036,0.529028484,-0.428728942,0.673628603,0.955096448,-4.637240305
Cerebroside.C...11.183218,-0.125067686,-0.756663729,-0.427965554,0.674173286,0.955096448,-4.637273577
PS.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....17.496872,-0.187684217,-1.797513815,-0.427075373,0.674808672,0.955096448,-4.637312303
C4.H2.Cl2.O2.S2,-0.15411155,0.601395296,-0.42676682,0.675028967,0.955096448,-4.637325708
PI.20.2.11Z.14Z..18.2.9Z.12Z.....15.545285,-0.139152564,-1.287392393,-0.426287534,0.675371221,0.955096448,-4.637346512
PI.20.2.11Z.14Z..18.2.9Z.12Z.....15.79405,-0.137171507,-1.43570953,-0.426275237,0.675380002,0.955096448,-4.637347046
X216.2176.0.53554547,-0.182096114,-0.893067388,-0.425684695,0.675801806,0.955096448,-4.637372648
Etn.1.P.Cer.d14.1.18.0.,-0.1359177,1.310641216,-0.425386404,0.676014906,0.955096448,-4.637385567
C57.H80.N4.O.S,0.157067543,-0.373984368,0.424237782,0.676835753,0.955096448,-4.637435232
C5.H5.Cl.O.S...18.348518,-0.159664093,0.85899967,-0.422963762,0.677746706,0.955096448,-4.637490169
X801.593.16.638664,0.135778057,-0.004328127,0.422102053,0.678363138,0.955096448,-4.637527237
PS.18.0.22.0....13.541819,0.125108257,-0.954836855,0.421943889,0.678476308,0.955096448,-4.637534033
C4.H4.Cl2.S3...3.3390393,0.129790536,1.482553466,0.419043633,0.680552908,0.955096448,-4.637658214
C3.H2.Cl3.N5.S...1.8552221,-0.136307471,-0.453345734,-0.418799873,0.680727562,0.955096448,-4.637668614
X3.5.7.3..5..Pentahydroxy.6.4..dimethoxyflavone,-0.163598679,-0.901639882,-0.417065903,0.681970494,0.955096448,-4.637742424
N.arachidonoyl.histidine...14.09483,0.115153919,1.167410208,0.416306806,0.682514921,0.955096448,-4.637774644
Lactosylceramide..d18.1.18.0....6.5811253,0.108616021,-1.61844282,0.416124367,0.682645794,0.955096448,-4.637782379
PS.22.0.18.2.9Z.12Z.....15.167764,-0.164008536,0.07592367,-0.414524672,0.683793784,0.955096448,-4.637850065
C29.H19.Cl3.N2.O12,-0.148322436,0.462859539,-0.414494975,0.683815103,0.955096448,-4.637851319
C36.H77.Cl.N12.O8,-0.129324629,-0.392881439,-0.412281795,0.685404686,0.955096448,-4.637944543
C5.H5.Cl.O.S...22.868856,-0.15406905,-0.890433171,-0.411939743,0.685650495,0.955096448,-4.637958908
X776.6228.13.992043,-0.144579843,0.011552359,-0.409905645,0.687113014,0.955096448,-4.638044097
X820.6038.19.829151,-0.131978429,-0.504992882,-0.409523913,0.687387623,0.955096448,-4.638060039
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6....17.738226,0.12555975,-0.255351127,0.409418679,0.687463334,0.955096448,-4.638064432
Lactosylceramide..d18.1.18.0....6.2654996,-0.131264536,-1.482841355,-0.409098973,0.687693367,0.955096448,-4.638077769
PS.18.1.9Z..22.2.13Z.16Z.....14.491062,-0.107105629,-0.82957,-0.408784368,0.687919761,0.955096448,-4.638090884
Chloramphenicol.3.acetate...0.97946876,0.124687207,-1.241308302,0.407764848,0.688653632,0.955096448,-4.638133317
Buprenorphine,0.129773179,-0.370385336,0.406548377,0.689529693,0.955096448,-4.638183814
Ins.1.P.Cer.d18.1.22.0....21.36276,-0.127598214,-0.130655988,-0.406100151,0.689852604,0.955096448,-4.638202384
Cephalothin,0.131524571,0.666484536,0.405225276,0.69048306,0.955096448,-4.638238573
C51.H100.Cl2.O2.S,-0.127252307,0.522828693,-0.405003841,0.690642668,0.955096448,-4.638247721
Oxidized.dinoflagellate.luciferin,-0.092694781,1.323173725,-0.40495315,0.690679208,0.955096448,-4.638249814
C33.H11.Cl3.N2.O8,0.145164214,-0.270159232,0.404808722,0.690783321,0.955096448,-4.638255777
PS.18.4.6Z.9Z.12Z.15Z..22.0.,-0.132858057,-0.754685524,-0.404250519,0.691185769,0.955096448,-4.638278805
PA.22.6.4Z.7Z.10Z.13Z.16Z.19Z..22.1.11Z.....14.060785,-0.150731371,0.101797407,-0.403290586,0.691878076,0.955096448,-4.638318334
Deoxyuridine.triphosphate..dUTP.,0.135251186,0.58824172,0.402616579,0.692364341,0.955096448,-4.638346035
Citraconic.acid...0.71730775,0.149078221,-0.615793805,0.402160584,0.692693398,0.955096448,-4.63836475
Zinc.protoporphyrin.9...0.8053333,0.161143771,-0.621483359,0.402141175,0.692707406,0.955096448,-4.638365546
PS.20.1.11Z..18.0....15.514218,0.169781207,-0.156526809,0.401204921,0.693383235,0.955096448,-4.638403907
C6.H4.Cl3.N.O.S...1.9225385,-0.149516971,-1.072072689,-0.400899792,0.693603547,0.955096448,-4.638416391
PS.P.20.0.17.2.9Z.12Z.....19.478539,0.154680857,-0.648313721,0.399558268,0.694572507,0.955096448,-4.638471166
C18.H30.N4,0.126015079,0.230537841,0.398221224,0.695538773,0.955096448,-4.638525583
Cys.Cys.Cys...2.023875,-0.15787195,-0.180692988,-0.397959009,0.695728336,0.955096448,-4.638536234
C32.H68.N22.O5,0.10345015,-0.157103618,0.397164453,0.696302871,0.955096448,-4.638568468
Carmofur...0.67883325,-0.14842605,-0.897087484,-0.396922412,0.696477927,0.955096448,-4.638578275
PE.20.1.11Z..18.2.9Z.12Z.....22.780775,0.144506779,-0.365137905,0.395351158,0.69761476,0.955096448,-4.638641798
Edulane,0.121347286,0.183017277,0.394318544,0.69836228,0.955096448,-4.638683413
C23.H47.Cl.N2.O5,0.124189657,-1.129034838,0.394302953,0.698373569,0.955096448,-4.63868404
PS.20.1.11Z..18.0....15.488646,-0.162666343,-0.7125395,-0.394295332,0.698379087,0.955096448,-4.638684347
PS.18.1.9Z..22.1.11Z.....15.853878,0.131316193,-0.693835386,0.394078894,0.698535811,0.955096448,-4.638693055
C14.H24.Cl2.N2.O13.S,0.147549257,-0.470382013,0.393712045,0.698801481,0.955096448,-4.638707806
PS.21.0.20.4.5Z.8Z.11Z.14Z.....14.626286,-0.133824564,-0.484523675,-0.393406756,0.699022599,0.955096448,-4.63872007
PS.P.20.0.17.2.9Z.12Z.....19.556889,-0.153669093,-0.693608966,-0.3933691,0.699049875,0.955096448,-4.638721583
PS.17.0.21.0....20.200865,0.143298529,-0.139773836,0.393324692,0.699082042,0.955096448,-4.638723366
C9.H3.Cl.O4.S2,-0.142805579,1.294226275,-0.39325716,0.699130961,0.955096448,-4.638726077
DG.22.6.4Z.7Z.10Z.13Z.16Z.19Z..24.0.0.0....11.803917,0.150431571,-0.890630786,0.393136437,0.699218413,0.955096448,-4.638730923
PE.20.1.11Z..18.2.9Z.12Z.....22.514528,-0.1485791,-0.865464043,-0.392469527,0.699701602,0.955096448,-4.638757666
C5.H5.Cl.O.S...10.753285,-0.141764486,1.353334759,-0.391745938,0.700226007,0.955096448,-4.638786632
X9.oxo.2E.decenoic.acid,-0.14470735,-0.914938521,-0.391330864,0.700526893,0.955096448,-4.638803225
C7.H6.O7.S,-0.168717514,-1.089421243,-0.390860707,0.70086777,0.955096448,-4.638821999
Fosfosal...3.449344,0.143704,0.258387807,0.389755654,0.701669225,0.955096448,-4.63886604
Jervine,-0.149465857,-0.276019838,-0.389693776,0.701714113,0.955096448,-4.638868503
X.R..Mevalonic.acid...2.1279202,-0.140372557,-0.258840461,-0.389634445,0.701757156,0.955096448,-4.638870864
PS.18.0.22.0....12.648188,0.14844655,0.651839348,0.389253149,0.702033793,0.955096448,-4.638886027
C4.H2.Cl2.O2.S2...2.2025294,0.123051786,-0.188952411,0.388857391,0.702320969,0.955096448,-4.638901751
PS.22.4.7Z.10Z.13Z.16Z..22.1.11Z..,-0.125559129,-0.450219571,-0.388645942,0.702474424,0.955096448,-4.638910146
MGDG.18.2.9Z.12Z..18.2.9Z.12Z.....14.981742,-0.152009779,-0.583854552,-0.38830557,0.702721468,0.955096448,-4.63892365
C32.H68.N26.O2,0.100915279,-0.339162,0.387949004,0.702980303,0.955096448,-4.638937784
Istamycin.AP,0.127050093,-0.612276893,0.387267032,0.703475459,0.955096448,-4.638964781
C8.H15.Cl3.N2.S3,-0.144756579,0.722491204,-0.38719776,0.703525762,0.955096448,-4.638967521
X870.6215.19.917763,0.132641093,-1.199161986,0.38621104,0.704242448,0.955096448,-4.639006495
MGDG.18.2.9Z.12Z..18.2.9Z.12Z.....15.22682,-0.15942865,-0.138558825,-0.384848444,0.705232615,0.955096448,-4.639060158
Etn.1.P.Cer.d14.1.18.0....8.989474,0.140688581,-1.03777292,0.384061913,0.705804418,0.955096448,-4.639091051
Citraconic.acid,-0.1413532,-0.490874452,-0.382342161,0.707055298,0.955096448,-4.639158384
C5.H5.Cl.O.S...22.730919,-0.150796929,-0.782223232,-0.381860752,0.707405611,0.955096448,-4.63917718
PS.22.4.7Z.10Z.13Z.16Z..21.0.,-0.142097236,0.07777825,-0.381491279,0.707674517,0.955096448,-4.639191591
X142.167.0.49580964,-0.104034807,1.345187001,-0.381233257,0.70786233,0.955096448,-4.639201646
C4.H2.Cl2.O2.S2...2.8648634,0.118021479,-0.529787141,0.381004248,0.708029042,0.955096448,-4.639210565
C4.H2.Cl2.O2.S2...1.9182498,0.137825879,-0.149592575,0.375936111,0.711722392,0.955096448,-4.639406628
Cys.Cys.Cys...0.7993571,-0.129384043,-0.967569977,-0.375901867,0.711747372,0.955096448,-4.639407944
PE.18.3.6Z.9Z.12Z..18.0....15.35144,-0.158407243,-1.294547221,-0.375855691,0.711781057,0.955096448,-4.639409719
C45.H79.N.O8,0.148229836,-0.807225466,0.375724148,0.711877019,0.955096448,-4.639414773
C16.H32.O2...7.1648235,-0.142084114,0.093141891,-0.374902366,0.712476634,0.955096448,-4.639446307
X2.4.Dichlorophenoxyacetic.Acid..Methyl.Ester...1.817158,0.140568179,-1.063824763,0.374433246,0.712819015,0.955096448,-4.639464279
X820.6042.20.080736,-0.120932486,-0.527134857,-0.374423851,0.712825873,0.955096448,-4.639464638
PS.22.2.13Z.16Z..20.1.11Z.....20.106468,0.118331829,-0.417054036,0.374129564,0.713040688,0.955096448,-4.639475901
Sexangularetin.3.glucoside.7.rhamnoside,-0.1230577,0.370001289,-0.373108529,0.713786185,0.955096448,-4.63951491
C4.H2.Cl2.O2.S2...1.2820477,0.131920043,-0.069290327,0.372910552,0.71393077,0.955096448,-4.639522462
X142.2404.0.49476925,0.138678464,1.09035587,0.372039991,0.714566686,0.955096448,-4.639555623
C38.H26.Cl.N3.O3,0.1165505,-0.442159648,0.370914256,0.715389319,0.955096448,-4.639598393
X3.Mercaptolactate,-0.127442297,1.923567232,-0.37018655,0.715921283,0.955096448,-4.639625974
PI.20.3.5Z.8Z.11Z..18.1.11Z.....15.722101,0.115068886,-1.302617532,0.369926833,0.716111177,0.955096448,-4.639635805
X2.4.DP...1.978889,-0.134368536,-0.205762991,-0.368880491,0.716876411,0.955096448,-4.639675344
Dodecanedioic.acid,0.133045779,1.226240064,0.368435281,0.717202105,0.955096448,-4.639692135
Halogenated.Sesquiterpene,-0.091040042,0.737827975,-0.367956138,0.717552687,0.955096448,-4.639710183
Fenson...3.7068422,0.124097074,-1.397971806,0.366988224,0.718261093,0.955096448,-4.639746573
PA.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....22.104097,0.115543236,-1.003697607,0.366741348,0.718441822,0.955096448,-4.63975584
DG.24.0.22.5.4Z.7Z.10Z.13Z.16Z..0.0.,0.130695779,0.292719275,0.36642058,0.718676669,0.955096448,-4.639767871
PE.20.1.11Z..18.2.9Z.12Z.....22.618332,-0.131601471,-0.546385504,-0.36624359,0.718806263,0.955096448,-4.639774505
X16.Glutaryloxy.1..25.dihydroxyvitamin.D3,0.124663093,-1.069821573,0.365952645,0.719019316,0.955096448,-4.639785404
PE.18.3.6Z.9Z.12Z..18.0....15.3076315,0.130434679,-0.207441264,0.36496468,0.719742959,0.955096448,-4.639822351
PI.20.3.5Z.8Z.11Z..18.1.11Z..,-0.140695807,1.221548841,-0.364468106,0.720106781,0.955096448,-4.639840884
C47.H84.N6.O3.S2,-0.136391007,-0.797763538,-0.364073884,0.720395664,0.955096448,-4.63985558
C7.H21.N5.O2,0.143320957,-0.960801688,0.363508917,0.720809743,0.955096448,-4.639876614
X307.1869.13.912801,0.121382957,-0.661698109,0.363242565,0.72100499,0.955096448,-4.63988652
PS.18.0.22.0....20.62175,0.134802071,-0.730041962,0.363163033,0.721063294,0.955096448,-4.639889476
TG.17.0.17.1.9Z..18.3.9Z.12Z.15Z...iso6....17.762606,-0.121326136,-0.723771541,-0.363000733,0.721182281,0.955096448,-4.639895508
PS.20.1.11Z..18.0....15.633462,-0.125514686,-0.406446205,-0.36117728,0.722519606,0.955096448,-4.639963088
C4.H3.Cl.O5.S4,-0.149915786,-0.109091691,-0.359108654,0.724037863,0.955096448,-4.640039356
PE.22.1.13Z..20.2.11Z.14Z.....13.726221,-0.133558393,-0.832393566,-0.358422444,0.724541766,0.955096448,-4.640064562
C4.H4.Cl2.S3...3.4504502,-0.131309193,0.280890164,-0.358335845,0.724605368,0.955096448,-4.640067739
Chloroform,0.12155625,-0.495828057,0.358234521,0.724679786,0.955096448,-4.640071456
X147.9732.10.874101,-0.131788336,1.223100129,-0.358070778,0.724800055,0.955096448,-4.640077461
Neolinderatin...5.560213,-0.153619771,0.648532504,-0.357852825,0.724960152,0.955096448,-4.640085449
C21.H18.Cl2.N4.O4.S4,0.132316021,-0.89070207,0.355858024,0.726426043,0.955096448,-4.640158343
X193.031.0.69799995,0.11567145,-0.805300004,0.355679066,0.726557605,0.955096448,-4.640164863
PS.18.0.22.0....21.774496,-0.140430764,-0.775342686,-0.353422222,0.72821749,0.955096448,-4.640246816
Diflubenzuron...0.6739714,-0.101430429,-0.065782264,-0.352955191,0.728561161,0.955096448,-4.640263711
TG.17.0.17.1.9Z..18.3.9Z.12Z.15Z...iso6....17.552088,0.113112879,-0.60775873,0.352245326,0.729083639,0.955096448,-4.640289351
PE.20.1.11Z..18.2.9Z.12Z.....22.122477,0.139535293,-0.347004534,0.351939436,0.729308823,0.955096448,-4.640300384
DG.22.6.4Z.7Z.10Z.13Z.16Z.19Z..24.0.0.0....12.028922,0.110793914,-0.108626707,0.35143591,0.729679555,0.955096448,-4.640318525
PI.20.0.16.0....13.007028,-0.152025284,-1.911961915,-0.351301124,0.729778806,0.955096448,-4.640323376
Ins.1.P.Cer.d18.1.22.0....21.016228,0.128244,-0.768125009,0.347429438,0.732631865,0.957991994,-4.640461969
Cys.Cys.Cys...1.6671538,-0.120000179,-1.041155339,-0.346595644,0.733246821,0.957991994,-4.64049162
PI.18.0.20.0.,0.11600585,-0.604910146,0.34445185,0.734828811,0.958464739,-4.64056754
PI.20.2.11Z.14Z..18.2.9Z.12Z.....14.861938,0.113507136,0.905291002,0.344403047,0.73486484,0.958464739,-4.640569263
X872.6972.16.81411,-0.125955679,0.39431905,-0.343407736,0.735599751,0.958603945,-4.64060435
Ripazepam,0.121869157,1.553612889,0.342207627,0.736486231,0.958940263,-4.640646525
MGDG.18.2.9Z.12Z..18.2.9Z.12Z.....15.33854,-0.125738007,0.189633075,-0.340629039,0.737652863,0.959640468,-4.640701782
X2.4.DP...1.4574333,0.13154965,-0.861102875,0.338821122,0.73898979,0.960560835,-4.640764761
X1..3.Carboxypropyl..3.7.dimethylxanthine,-0.125279757,-0.562153341,-0.336127662,0.740983161,0.961968386,-4.640857982
PS.22.2.13Z.16Z..20.1.11Z.....19.924475,0.133603421,0.59360963,0.335654635,0.741333435,0.961968386,-4.640874279
PE.20.2.11Z.14Z..24.1.15Z.....19.318893,-0.108522393,-1.006907671,-0.333774536,0.742726215,0.962322366,-4.640938831
C44.H89.Cl.O12,0.125497614,0.128314764,0.333583938,0.742867462,0.962322366,-4.640945355
PS.P.18.0.22.0....21.096367,-0.1361616,-1.098813364,-0.332464059,0.743697563,0.962580561,-4.640983617
DG.22.3.10Z.13Z.16Z..22.3.10Z.13Z.16Z..0.0....9.582438,0.126170757,0.3764394,0.329852449,0.745634662,0.96264345,-4.641072356
C4.H4.Cl2.S3...3.5851765,-0.132904221,0.644061896,-0.32978333,0.745685954,0.96264345,-4.641074695
PS.20.3.8Z.11Z.14Z..22.2.13Z.16Z.....11.45197,0.10803145,0.62170552,0.329138716,0.746164362,0.96264345,-4.641096489
MGDG.18.2.9Z.12Z..18.2.9Z.12Z..,-0.1443357,-0.310962743,-0.328937335,0.746313842,0.96264345,-4.641103289
C46.H86.Cl2.N8.O.S,-0.107372043,0.261920077,-0.326947353,0.747791512,0.96264345,-4.641170266
PI.O.20.0.15.0.,0.118624893,-0.317669646,0.326832461,0.747876857,0.96264345,-4.641174121
